,timestamp,open,high,low,close,volume,current,next_close,target,macd,stochastic
0,2024-05-15 12:00:00,62468.4,65058.51,62419.97,64721.76,487.825925,0,66014.26,1,457.8218110058515,91.40617224404176
1,2024-05-15 16:00:00,64719.84,66408.79,64716.68,66014.26,407.741091,0,66208.5,1,707.8677224041458,92.511942969828
2,2024-05-15 20:00:00,65998.99,66440.9,65743.96,66208.5,326.981502,0,65982.11,0,911.2006988853755,95.61583881982315
3,2024-05-16 00:00:00,66208.49,66662.06,65777.08,65982.11,324.652184,0,66152.82,1,1042.0635072523219,87.68666041296187
4,2024-05-16 04:00:00,65976.21,66275.86,65655.0,66152.82,331.895114,0,66514.0,1,1146.3338726993316,90.77807919508317
5,2024-05-16 08:00:00,66141.48,66572.04,66013.75,66514.0,350.455848,0,65822.34,0,1243.7756248563965,97.31875423302178
6,2024-05-16 12:00:00,66506.77,66767.79,65370.57,65822.34,502.162521,0,65147.08,0,1250.7696400808054,83.20033263501307
7,2024-05-16 16:00:00,65822.23,65825.05,64613.3,65147.08,491.587,0,65237.08,1,1188.1286019793552,71.20166175354812
8,2024-05-16 20:00:00,65191.65,65502.2,65053.18,65237.08,332.544399,0,65586.49,1,1132.6904256664857,72.71087118909382
9,2024-05-17 00:00:00,65237.03,65886.71,65109.24,65586.49,293.783906,0,66386.07,1,1104.2209664394104,78.23463407174317
10,2024-05-17 04:00:00,65586.73,66497.33,65367.79,66386.07,313.048654,0,66215.44,0,1133.1162793932453,92.96683697440618
11,2024-05-17 08:00:00,66386.15,66562.9,66070.73,66215.44,286.400502,0,67190.72,1,1129.2305413440408,88.83462469097385
12,2024-05-17 12:00:00,66201.4,67438.03,65828.6,67190.72,436.254767,0,67042.11,0,1191.1175495237985,95.50541581855194
13,2024-05-17 16:00:00,67195.77,67293.93,66219.16,67042.11,393.847968,0,67020.37,0,1214.1756038011226,92.11009832485067
14,2024-05-17 20:00:00,67007.57,67066.85,66674.77,67020.37,196.175268,0,66944.31,0,1216.67002690956,85.21416206150661
15,2024-05-18 00:00:00,67020.56,67085.67,66738.95,66944.31,244.79387,0,66885.61,0,1198.6916971294413,82.5215153306687
16,2024-05-18 04:00:00,66944.9,67234.93,66734.09,66885.61,215.209735,0,67192.15,1,1166.2631857959568,80.44344061202312
17,2024-05-18 08:00:00,66885.45,67372.75,66837.18,67192.15,292.118781,0,66815.99,0,1152.0188172492562,91.29545124666764
18,2024-05-18 12:00:00,67190.12,67228.34,66598.72,66815.99,308.534017,0,66910.59,1,1097.7232143451693,77.97878027280503
19,2024-05-18 16:00:00,66816.15,66992.78,66717.83,66910.59,159.397927,0,66914.3,1,1050.2206968066894,81.32777291988958
20,2024-05-18 20:00:00,66910.93,67038.69,66803.69,66914.3,132.327245,0,67165.43,1,1001.3312520479667,81.45911290636639
21,2024-05-19 00:00:00,66913.87,67289.81,66838.7,67165.43,152.05062,0,67323.59,1,971.6495360455738,88.56951170933158
22,2024-05-19 04:00:00,67165.64,67328.82,66932.43,67323.59,165.860406,0,67328.99,1,949.9384532967524,95.08586003890423
23,2024-05-19 08:00:00,67323.76,67702.84,66960.0,67328.99,244.046503,0,66889.69,0,922.5336055214866,83.98963619622741
24,2024-05-19 12:00:00,67328.78,67328.95,66684.2,66889.69,271.305133,0,66033.65,0,855.5054928141326,56.614414375960486
25,2024-05-19 16:00:00,66889.57,66991.79,65878.56,66033.65,275.502241,0,66272.12,1,724.9531481822778,10.940434522792673
26,2024-05-19 20:00:00,66033.47,66459.08,65996.84,66272.12,174.227874,0,66674.63,1,633.4302212122129,21.573442673273725
27,2024-05-20 00:00:00,66272.07,66767.35,66062.17,66674.63,215.131548,0,66825.5,1,586.6147061078955,43.63748985901328
28,2024-05-20 04:00:00,66674.35,67293.77,66283.95,66825.5,254.262597,0,66995.16,1,555.286029532057,51.90760190321677
29,2024-05-20 08:00:00,66825.22,67347.42,66751.56,66995.16,273.921735,0,67419.09,1,537.9468552400795,61.20770934286439
30,2024-05-20 12:00:00,66995.6,67490.56,66749.75,67419.09,361.140581,0,70001.42,1,552.0493613618601,84.44591838972087
31,2024-05-20 16:00:00,67418.69,70029.95,67381.01,70001.42,441.852623,0,71433.9,1,762.8050073391933,99.31276030438
32,2024-05-20 20:00:00,70032.48,71522.97,68908.97,71433.9,472.797019,0,71282.76,0,1033.5059264685697,98.42197855931786
33,2024-05-21 00:00:00,71438.55,71971.59,70699.86,71282.76,529.993898,0,70877.06,0,1221.758943718436,88.69478732256363
34,2024-05-21 04:00:00,71282.99,71386.36,70833.1,70877.06,559.584465,0,71134.02,1,1322.9639122906374,82.03635957807529
35,2024-05-21 08:00:00,70877.67,71452.31,70846.64,71134.02,475.386372,0,69825.65,0,1407.6772761316388,86.25363735284428
36,2024-05-21 12:00:00,71127.93,71443.12,69685.0,69825.65,540.824479,0,69273.78,0,1353.6348429457285,64.78041302931378
37,2024-05-21 16:00:00,69826.37,70270.77,69168.46,69273.78,420.290254,0,70147.5,1,1251.8440495044051,55.723014657731895
38,2024-05-21 20:00:00,69279.39,70374.99,69245.54,70147.5,397.351304,0,69955.73,0,1227.5258603466064,70.06267817489825
39,2024-05-22 00:00:00,70147.56,70367.71,69826.7,69955.73,314.542476,0,69715.48,0,1179.1863576121978,66.2603456211557
40,2024-05-22 04:00:00,69955.31,70060.76,69204.91,69715.48,330.483734,0,69738.45,1,1108.710264499925,61.82180315496273
41,2024-05-22 08:00:00,69715.0,70272.76,69637.61,69738.45,214.831842,0,70454.8,1,1042.6914420957182,60.7369664746714
42,2024-05-22 12:00:00,69737.44,70592.97,69438.37,70454.8,281.043606,0,69608.03,0,1036.2294992765237,70.9529591101988
43,2024-05-22 16:00:00,70454.82,70665.3,69243.1,69608.03,286.945038,0,69167.74,0,951.8092363922333,54.737027561166194
44,2024-05-22 20:00:00,69645.98,69969.56,68881.12,69167.74,231.235777,0,69446.01,1,839.6983268801268,38.92166131512815
45,2024-05-23 00:00:00,69227.44,69619.96,69200.06,69446.01,240.136577,0,69732.94,1,764.4911091497779,18.278449556216344
46,2024-05-23 04:00:00,69446.39,69853.66,69345.09,69732.94,378.089598,0,69996.77,1,719.7449287724594,27.56279789158305
47,2024-05-23 08:00:00,69732.67,70058.38,69524.47,69996.77,350.345146,0,68075.76,0,697.531426439542,43.39041455512847
48,2024-05-23 12:00:00,69970.58,70086.03,67624.0,68075.76,410.482193,0,67192.11,0,518.9356462477735,11.800507273444289
49,2024-05-23 16:00:00,68075.37,68166.84,66768.65,67192.11,283.448662,0,67980.41,1,302.6057826075121,9.058994923488786
50,2024-05-23 20:00:00,67197.93,68362.73,66349.68,67980.41,357.014756,0,67887.28,0,192.55240473999584,37.78669113592037
51,2024-05-24 00:00:00,67966.07,68014.88,67631.17,67887.28,220.461135,0,67158.16,0,96.70474510315398,35.62871615202456
52,2024-05-24 04:00:00,67896.86,67921.96,66835.38,67158.16,295.367687,0,67351.17,1,-37.65504230579245,18.733808815419536
53,2024-05-24 08:00:00,67158.26,67521.23,66613.0,67351.17,248.539027,0,68324.87,1,-127.096755605613,23.206167364133147
54,2024-05-24 12:00:00,67351.14,68417.17,66932.49,68324.87,298.925806,0,69123.51,1,-118.04970185925777,45.76839480769849
55,2024-05-24 16:00:00,68327.19,69245.51,67931.77,69123.51,339.44529,0,68554.68,0,-45.907084800332086,64.27419466959546
56,2024-05-24 20:00:00,69109.45,69211.84,68525.97,68554.68,199.3783,0,68757.94,1,-34.238685853313655,51.093469767959064
57,2024-05-25 00:00:00,68555.41,68905.76,68502.94,68757.94,167.192085,0,68752.09,0,-8.492120457740384,64.45488243874384
58,2024-05-25 04:00:00,68757.81,68826.08,68615.89,68752.09,155.371958,0,69099.69,1,11.309799672206282,64.29831252425495
59,2024-05-25 08:00:00,68751.84,69593.38,68748.0,69099.69,215.05513,0,68932.65,0,54.42401288317342,73.60150949456033
60,2024-05-25 12:00:00,69099.69,69297.19,68852.19,68932.65,194.128615,0,69155.75,1,74.25760998140322,69.13083624392782
61,2024-05-25 16:00:00,68932.63,69266.25,68867.9,69155.75,116.000604,0,69289.4,1,106.74766343465308,75.10190426485748
62,2024-05-25 20:00:00,69155.93,69356.9,69048.4,69289.4,92.595035,0,69074.38,0,141.64787439163774,90.62860313839106
63,2024-05-26 00:00:00,69291.59,69318.01,68814.76,69074.38,132.961356,0,69342.12,1,150.22453113125812,83.99975336806739
64,2024-05-26 04:00:00,69073.37,69432.02,68928.65,69342.12,112.844696,0,69134.1,0,176.5903501593857,91.56953140203568
65,2024-05-26 08:00:00,69342.36,69543.76,68975.0,69134.1,168.448195,0,68846.2,0,178.64071720240463,84.5898845113711
66,2024-05-26 12:00:00,69134.31,69395.86,68613.62,68846.2,179.817382,0,68902.15,1,155.24495671242767,74.93004247780463
67,2024-05-26 16:00:00,68846.29,68969.31,68697.29,68902.15,160.3563,0,68508.81,0,139.6090194999124,74.02260146041323
68,2024-05-26 20:00:00,68909.76,68910.55,68192.27,68508.81,172.219828,0,68874.89,1,94.39010550720559,34.727764036085084
69,2024-05-27 00:00:00,68508.71,69297.54,68479.67,68874.89,335.853341,0,68648.65,0,87.08947368376539,48.719943473388604
70,2024-05-27 04:00:00,68874.49,68905.84,68325.68,68648.65,243.091324,0,68434.97,0,62.32949748382089,32.57274589432592
